SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,HEATP8   ,HTLS508  ,FURNAC8  ,BOILER8  ,PKGHT8   ,SLFCON8  ,HTPMPH8  ,STHW8    ,OTHTEQ8  ,FURNP8   ,BOILP8   ,PKGHP8   ,SLFCNP8  ,HTPHP8   ,STHWP8   ,OTHTP8   ,MAINHT8  ,PKGHPS8  ,SPLHPS8  ,RMHPS8   ,AIRHPT8  ,GRDHPT8  ,WTRHPT8  ,NWMNHT8  ,RDHTNF8  ,HWRDHT8  ,COOLP8   ,PKGCL8   ,RCAC8    ,ACWNWL8  ,HTPMPC8  ,CHWT8    ,CHILLR8  ,EVAPCL8  ,OTCLEQ8  ,PKGCP8   ,RCACP8   ,ACWNWP8  ,HTPCP8   ,CHWTP8   ,CHILP8   ,EVAPP8   ,OTCLP8   ,MAINCL8  ,PKGCPS8  ,SPLCPS8  ,RMCPS8   ,AIRCPT8  ,GRDCPT8  ,WTRCPT8  ,NWMNCL8  ,RDCLNF8  ,HWRDCL8  ,VAV8     ,ECN8     ,MAINT8   ,EMCS8    ,HDD658   ,CDD658   ,MFHTBTU8 ,MFCLBTU8 ,HTEUI,CLEUI,HTCLEUI,ADJWT8   
74000,6,7,7,1,2,2,2,2,1,100, ,2,2,2,1,2,1,2,   ,   ,   ,10,   ,90,   ,6, , , , , , , ,1,3,100,2,2,2,2,1,2,2,2,   ,   ,   ,   ,100,   ,   ,   ,5, , , , , , , ,1,3,1,2,1,1,3049,1891,10155570,0,137.2374324,0,137.2374324,534.25
21000,4,4,25,1,1,2,1,2,2,100, ,2,2,1,1,2,2,2,   ,   ,100,3,   ,   ,   ,3, , , , , , ,1,1,1,30,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,2,2,1,2,5686,529,2337444,20074,111.3068571,0.955904762,112.2627619,221.72
69000,6,8,1,1,2,2,2,2,2,100, ,2,2,2,2,2,2,1,   ,   ,   ,   ,   ,   ,100,7, , , , , , , ,2, ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , ,2, ,2, ,2356,2464,28036,0,0.406318841,0,0.406318841,376.69
108000,7,5,17,1,1,1,2,2,2,100, ,1,1,2,2,2,2,2,90,20,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,100,1,2,1,2,2,2,2,2,80,   ,60,   ,   ,   ,   ,   ,1, , , , , , ,1,2, ,2,2,1, ,5956,701,7832182,477838,72.5202037,4.424425926,76.94462963,214.9
5500,3,1,2,1,2,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,2,2,1,2,2344,2750,5842,17885,1.062181818,3.251818182,4.314,69.29
95000,6,6,2,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,1,1,2,4938,901,4002345,656620,42.12994737,6.911789474,49.04173684,221.72
138000,7,2,1,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,5,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,1,1,2,2, ,1,2,4789,1678,5255023,53882,38.07987681,0.390449275,38.47032609,214.9
205000,8,8,18,1,1,1,2,2,2,100, ,2,1,1,1,2,2,2,   ,100,60,80,   ,   ,   ,2, , , , , , , ,2, ,100,1,1,1,2,2,1,2,2,30,5,80,   ,   ,70,   ,   ,3, , , , , , , ,2, ,1,1,1, ,4347,1146,9718924,2319972,47.40938537,11.31693659,58.72632195,115.1
39500,5,5,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,5335,820,1495259,278278,37.85465823,7.045012658,44.89967089,381.66
500001,9,4,16,1,1,2,2,1,1,100, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,2, ,95,2,2,2,2,1,2,2,1,   ,   ,   ,   ,99,   ,   ,1,8, , , , , , ,2,2, ,1,1,1, ,7233,693,94425714,0,188.8510503,0,188.8510503,3.5
55000,6,4,13,1,1,2,2,2,2,100, ,2,1,1,2,2,2,2,   ,100,40,   ,   ,   ,   ,2, , , , , , ,1,1,3,100,1,2,1,2,2,2,2,2,100,   ,2,   ,   ,   ,   ,   ,1, , , , , , ,1,1,3,1,1,1,1,9283,673,9918915,714283,180.3439091,12.98696364,193.3308727,199.06
1700,2,3,15,1,1,2,2,2,2,100, ,1,2,2,1,2,2,2,100,   ,   ,9,   ,   ,   ,1, , , , , , ,1,1,2,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,2,2,2,2,4992,1068,105756,67809,62.20941176,39.88764706,102.0970588,1591
45000,5,6,7,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,1,3,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,3,2,1,1,1,2594,1390,292212,550325,6.4936,12.22944444,18.72304444,331.3
8100,3,8,12,1,2,2,2,2,2,100, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,2,1,2,1,2,2, ,1,1,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,2,1,2,1,2,2, ,1,1,2,2,1,2,4696,1108,31945,28576,3.94382716,3.527901235,7.471728395,808.04
198000,7,7,5,1,2,2,2,2,2,20, ,2,2,1,2,1,2,2,   ,   ,25,   ,75,   ,   ,5,2,1,2,1,2,2, ,1,1,20,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,2,1,2,1,2,2, ,1,1,1,1,1,2,2408,980,25981,239411,0.131217172,1.209146465,1.340363636,88.09
235000,8,3,13,1,2,1,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,100,2,2,2,2,2,2,2,1,   ,   ,   ,   ,   ,   ,   ,100,8, , , , , , ,2,2, ,1,2,1, ,168,3452,5,2380728,2.13E-05,10.13075745,10.13077872,70.71
15500,4,7,26,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,2,33,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,1,2,2,1,2,7061,582,751632,10790,48.4923871,0.696129032,49.18851613,679.47
65000,6,6,18,1,1,2,2,2,2,20, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,1,1,20,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,1,2,2,1,2,1380,2006,33144,163609,0.509907692,2.517061538,3.026969231,132.45
77000,6,7,13,1,1,1,2,2,2,100, ,2,2,1,1,1,2,2,   ,   ,85,20,4,   ,   ,3,1,1,2,1,2,2, ,1,3,100,1,2,2,1,2,2,2,2,95,   ,   ,5,   ,   ,   ,   ,1,1,1,2,1,2,2, ,1,3,1,1,2,1,5692,743,2050010,588292,26.62350649,7.640155844,34.26366234,87.4
7000,3,6,18,1,1,2,2,2,2,100, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,2,2,1,1,2,2,1,2, ,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,2,2,1,1,2,2,1,2, ,2,2,1, ,7520,676,108208,38240,15.45828571,5.462857143,20.92114286,1697.96
41500,5,5,14,1,1,2,2,2,2,100, ,1,1,1,2,2,2,2,25,70,5,   ,   ,   ,   ,2, , , , , , ,2,1,1,45,1,1,1,2,2,2,2,2,75,5,25,   ,   ,   ,   ,   ,1, , , , , , ,2,1,1,2,2,1,2,8268,429,2665453,40938,64.22778313,0.986457831,65.21424096,402.35
56000,6,7,8,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,2, ,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,1,1,1, ,5189,715,1343649,786232,23.99373214,14.03985714,38.03358929,221.72
30000,5,7,26,1,2,2,2,2,2,100, ,2,2,2,2,2,2,1,   ,   ,   ,   ,   ,   ,100,7, , , , , , , ,1,1,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,1,2,2,1,2,290,4844,0,748721,0,24.95736667,24.95736667,377.5
18000,4,7,25,1,2,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,3,100,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , , ,1,3,2,1,2,1,1254,738,5622,116116,0.312333333,6.450888889,6.763222222,242.54
900000,9,2,2,1,1,1,2,2,2,95, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,95,1,2,2,2,2,1,2,2,100,   ,   ,   ,   ,85,   ,   ,1, , , , , , ,2,1,2,1,2,1,2,5259,967,80133837,41358828,89.03759667,45.95425333,134.99185,82.18
17500,4,8,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,6335,604,694482,39620,39.68468571,2.264,41.94868571,864.37
340000,8,6,16,1,1,1,1,1,1,100, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,1,2,100,1,2,1,2,1,2,2,2,1,   ,1,   ,98,   ,   ,   ,5, , , , , , , ,1,2,1,1,1,2,3071,1886,83951287,11695360,246.91555,34.39811765,281.3136676,7.44
400000,8,1,2,1,1,2,2,2,2,100, ,2,1,2,2,1,2,2,   ,100,   ,   ,2,   ,   ,2,1,2,2,2,2,1,2,1,3,100,1,2,2,1,2,1,2,2,10,   ,   ,2,   ,100,   ,   ,6,1,2,2,2,2,1,2,1,3,1,1,1,1,5796,952,8139560,1846680,20.3489,4.6167,24.9656,42.03
375000,8,2,16,1,1,1,2,2,2,100, ,2,1,1,2,2,2,2,   ,90,10,   ,   ,   ,   ,2, , , , , , ,2,2, ,100,1,2,1,2,2,1,2,2,10,   ,1,   ,   ,89,   ,   ,6, , , , , , ,2,2, ,1,2,1, ,5739,997,33062036,16958665,88.16542933,45.22310667,133.388536,11.18
1750,2,3,15,1,2,2,1,2,2,75, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,95,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,2,2,2,6327,167,0,5337,0,3.049714286,3.049714286,1390.68
1150,2,7,26,1,2,2,1,2,2,50, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , , ,1,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , ,2,4394,1249,0,0,0,0,0,2504.14
9500,3,7,5,2,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,4441,1419,                  ,                  , , , ,3506.67
6500,3,8,8,1,2,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , , ,2, ,100,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , , ,2, ,2,2,1, ,1695,2800,18317,104090,2.818,16.01384615,18.83184615,1589.69
65000,6,7,2,1,1,2,2,2,2,45, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , , ,1,1,50,1,2,2,2,2,1,2,2,25,   ,   ,   ,   ,75,   ,   ,6, , , , , , , ,1,1,1,1,1,2,1585,757,744350,377109,11.45153846,5.801676923,17.25321538,39.99
108000,7,7,13,1,2,2,2,2,2,2, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,1,2,2,1,2,2, ,1,2,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,1,2,2,1,2,2, ,1,2,2,2,1,2,1620,2704,734,1227312,0.006796296,11.364,11.3707963,130.38
4200,2,8,25,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,2,2,1, ,3900,803,575195,30933,136.9511905,7.365,144.3161905,80.08
14000,4,4,14,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,3,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,3,2,2,1,1,1528,2667,177538,124031,12.68128571,8.859357143,21.54064286,364.2
2000,2,6,26,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,100,2,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,   ,100,   ,7, , , , , , ,2,2, ,2,2,2,2,4352,1029,122174,5514,61.087,2.757,63.844,781.6
4950,2,5,5,1,2,2,2,2,2,18, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,18,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,2,2,2,2,5038,1165,7492,3185,1.513535354,0.643434343,2.156969697,3506.67
6400,3,5,26,1,1,2,2,2,2,65, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,1,1,2,65,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,2,2,1,2,5224,1507,79472,17569,12.4175,2.74515625,15.16265625,2447.55
33000,5,7,25,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,2,80,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,2,1,2,1,2,3273,1739,529585,106615,16.0480303,3.230757576,19.27878788,346.9
3600,2,6,5,1,1,2,2,2,2,100, ,2,2,2,2,2,2,1,   ,   ,   ,   ,   ,   ,100,7, , , , , , ,2,1,1,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , ,2, ,2,2,5961,748,285587,0,79.32972222,0,79.32972222,4044.03
26500,5,5,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,4669,1104,384423,0,14.5065283,0,14.5065283,410.56
500001,9,5,2,1,1,1,2,1,2,100, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,1,3,90,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , ,2,1,3,1,1,1,1,4759,1184,193319625,54744066,386.6384767,109.487913,496.1263897,24.15
160000,7,4,14,1,1,2,2,2,2,90, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,1,1,1,5,1,1,1,2,2,2,2,2,80,15,5,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,2,2,1,2,6105,790,1900994,33828,11.8812125,0.211425,12.0926375,253.57
51000,6,6,25,1,1,2,2,2,2,100, ,2,1,2,1,1,2,2,   ,100,   ,10,20,   ,   ,2,1,2,2,1,2,2,2,1,1,85,1,2,1,1,2,2,2,2,100,   ,5,100,   ,   ,   ,   ,1,1,2,2,1,2,2,1,1,1,2,2,1,2,5177,837,2942785,242168,57.70166667,4.748392157,62.45005882,80.08
8500,3,6,23,1,2,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,2854,2170,97404,95994,11.45929412,11.29341176,22.75270588,2314.83
2350,2,3,6,1,1,2,2,2,2,75, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,1,2, ,75,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,2, ,1,1,1, ,5781,608,44539,4730,18.95276596,2.012765957,20.96553191,2447.55
4000,2,5,13,1,2,2,2,2,2,100, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,1,2,2,1,2,2,2,1,2,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,1,2,2,1,2,2,2,1,2,2,2,1,2,2428,1898,2647,11836,0.66175,2.959,3.62075,2314.83
100000,6,7,25,1,1,2,2,2,2,100, ,1,2,2,1,2,2,1,100,   ,   ,1,   ,   ,10,1, , , , , , , ,1,3,100,1,2,2,2,2,2,1,2,10,   ,   ,   ,   ,   ,90,   ,7, , , , , , , ,1,3,2,2,1,1,7511,529,1202331,577988,12.02331,5.77988,17.80319,80.53
215000,8,6,2,1,1,1,2,2,2,100, ,1,1,1,1,2,2,2,10,90,10,10,   ,   ,   ,2, , , , , , ,2,2, ,100,1,2,2,1,2,1,2,2,5,   ,   ,5,   ,90,   ,   ,6,2,2,1,2,2,1,2,1,2,1,1,1,2,2748,1427,6320732,3004946,29.39875349,13.97649302,43.37524651,17.36
3500,2,5,26,1,1,1,2,2,2,100, ,2,2,2,2,2,2,1,   ,   ,   ,   ,   ,   ,100,7, , , , , , ,1,1,2,1,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,2,1,2,2, ,2,2,2902,1680,145633,795,41.60942857,0.227142857,41.83657143,2314.83
2100,2,4,26,1,2,1,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,100,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,1,1,2,2, ,1,2,6700,433,100828,3405,48.01333333,1.621428571,49.6347619,2739.65
5500,3,4,18,1,2,1,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,2, ,100,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,1,2, ,1, ,2, ,9928,673,116826,8981,21.24109091,1.632909091,22.874,1697.96
20000,4,8,2,1,2,2,2,2,2,80, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,2, ,80,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,2,2,1, ,370,4261,0,19818,0,0.9909,0.9909,69.29
184000,7,7,18,1,1,2,2,2,2,65, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , , ,1,2,65,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , , ,2, , , , ,2,1098,683,46441,277521,0.252396739,1.508266304,1.760663043,132.45
12000,4,6,18,1,1,2,2,2,2,75, ,1,1,2,2,1,2,2,10,1,   ,   ,90,   ,   ,5,2,2,1,1,2,2,1,1,2,100,2,1,2,1,2,2,2,2,   ,10,   ,90,   ,   ,   ,   ,4,2,2,1,1,2,2,1,1,2,2,2,1,2,5173,805,110297,30499,9.191416667,2.541583333,11.733,352.05
130000,7,3,14,1,1,2,2,2,2,100, ,1,1,1,2,1,2,2,3,90,5,   ,2,   ,   ,2,2,1,2,1,2,2,2,1,3,97,2,1,2,1,2,1,2,2,   ,2,   ,3,   ,95,   ,   ,6,2,1,2,1,2,2,1,1,3,2,1,1,1,2467,1761,1740349,1835106,13.3873,14.1162,27.5035,86.97
1500000,10,7,16,1,1,1,2,1,2,60, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,2, ,60,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , , ,1,3,1,1,1,1,4945,1187,49075246,11248204,32.71683067,7.498802667,40.21563333,4.59
1450,2,6,14,1,2,2,2,2,2,100, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , ,2,1,2,100,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,2,1,2, , , ,2,8904,678,43700,7197,30.13793103,4.963448276,35.10137931,1697.96
78000,6,6,13,1,2,2,2,1,2,95, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,1,3,95,2,2,2,2,1,2,2,2,   ,   ,   ,   ,100,   ,   ,   ,5, , , , , , , ,1,3,1,1,1,1,2480,2151,9763104,0,125.168,0,125.168,123.91
1950,2,4,14,1,2,1,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,1,1,2,1,2,4865,1004,83482,5749,42.81128205,2.948205128,45.75948718,360.63
126000,7,8,8,1,1,1,1,2,2,75, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , , ,1,1,75,2,2,2,2,1,2,2,2,   ,   ,   ,   ,100,   ,   ,   ,5, , , , , , , ,1,1,1,1,1,2,4397,1470,3373883,0,26.77684921,0,26.77684921,72.3
120000,7,8,13,1,2,2,2,2,2,98, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , , ,1,3,98,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , , ,1,3,1,1,1,1,3193,1212,1062074,1512501,8.850616667,12.604175,21.45479167,222.04
16000,4,5,26,1,1,2,2,2,2,100, ,2,1,2,1,2,2,2,   ,100,   ,25,   ,   ,   ,2, , , , , , ,1,2, ,100,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , ,1,2, ,2,2,2, ,5645,884,546754,286396,34.172125,17.89975,52.071875,780.38
168000,7,7,1,1,1,1,2,2,2,100, ,2,1,2,1,2,2,2,   ,95,   ,10,   ,   ,   ,2, , , , , , , ,1,3,100,1,2,2,2,1,2,2,2,33,   ,   ,   ,70,   ,   ,   ,5, , , , , , , ,1,3,1,1,1,1,4577,1034,2021959,611405,12.03547024,3.639315476,15.67478571,206.74
38500,5,6,7,1,2,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,2, ,100,1,1,2,2,2,2,2,2,100,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,2,2,1,2,617,4381,70187,785447,1.823038961,20.40122078,22.22425974,364.2
26000,5,3,26,1,1,2,1,2,2,80, ,1,2,1,1,1,2,2,40,   ,20,40,10,   ,   ,4,1,2,2,1,2,2,1,1,1,24,1,2,2,2,2,2,1,2,40,   ,   ,   ,   ,   ,60,   ,7, , , , , , ,1,1,1,2,2,1,2,3574,1339,1100367,20938,42.32180769,0.805307692,43.12711538,1210.96
54000,6,6,16,1,1,1,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,1,2,100,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,1,2,1,2,4078,1167,411435,512029,7.619166667,9.482018519,17.10118519,74.86
18250,4,1,15,1,1,2,2,2,2,33, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,2, ,15,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,2,2,1,2,6517,609,179931,2922,9.859232877,0.160109589,10.01934247,679.47
25001,5,5,2,1,2,2,1,2,2,100, ,1,2,2,1,2,2,2,60,   ,   ,50,   ,   ,   ,1, , , , , , ,2,1,3,60,2,1,1,2,1,2,1,2,   ,10,2,   ,60,   ,30,   ,5, , , , , , , ,1,3,1,2,1,1,7170,740,530326,97156,21.21219151,3.886084557,25.09827607,199.37
166000,7,6,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,582,3480,258105,4450495,1.554849398,26.81021084,28.36506024,109.49
53000,6,4,14,1,1,2,2,2,2,100, ,2,1,2,1,2,2,2,   ,90,   ,10,   ,   ,   ,2, , , , , , ,1,1,1,90,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,1,1,1,2,7272,479,1714703,120544,32.35288679,2.274415094,34.62730189,214.9
30500,5,2,13,1,1,2,2,2,2,75, ,2,1,2,2,1,2,2,   ,75,   ,   ,25,   ,   ,2,2,2,1,1,2,2,2,1,1,45,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,2,2,1,1,2,2,2,1,2,2,2,1,2,2545,225,574098,17635,18.82288525,0.578196721,19.40108197,950.84
70000,6,1,5,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,5,1,2,1,2,2,2,2,2,100,   ,1,   ,   ,   ,   ,   ,1, , , , , , ,2,1,1,2,2,1,2,6551,780,5811438,531,83.02054286,0.007585714,83.02812857,73.78
44000,5,3,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,1658,2855,481373,902941,10.94029545,20.52138636,31.46168182,70
17500,4,7,5,1,1,2,2,2,2,20, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,2, ,20,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , , ,2, ,2,2,2, ,4314,1120,31755,3643,1.814571429,0.208171429,2.022742857,808.04
17250,4,7,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,6450,742,643092,71016,37.28069565,4.116869565,41.39756522,404.15
79000,6,7,5,1,2,2,2,2,2,20, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,1,1,20,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,1,1,1,1,2,690,2110,1085,71173,0.013734177,0.900924051,0.914658228,242.54
