SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,HEATP8   ,HTLS508  ,FURNAC8  ,BOILER8  ,PKGHT8   ,SLFCON8  ,HTPMPH8  ,STHW8    ,OTHTEQ8  ,FURNP8   ,BOILP8   ,PKGHP8   ,SLFCNP8  ,HTPHP8   ,STHWP8   ,OTHTP8   ,MAINHT8  ,PKGHPS8  ,SPLHPS8  ,RMHPS8   ,AIRHPT8  ,GRDHPT8  ,WTRHPT8  ,NWMNHT8  ,RDHTNF8  ,HWRDHT8  ,COOLP8   ,PKGCL8   ,RCAC8    ,ACWNWL8  ,HTPMPC8  ,CHWT8    ,CHILLR8  ,EVAPCL8  ,OTCLEQ8  ,PKGCP8   ,RCACP8   ,ACWNWP8  ,HTPCP8   ,CHWTP8   ,CHILP8   ,EVAPP8   ,OTCLP8   ,MAINCL8  ,PKGCPS8  ,SPLCPS8  ,RMCPS8   ,AIRCPT8  ,GRDCPT8  ,WTRCPT8  ,NWMNCL8  ,RDCLNF8  ,HWRDCL8  ,VAV8     ,ECN8     ,MAINT8   ,EMCS8    ,HDD658   ,CDD658   ,MFHTBTU8 ,MFCLBTU8 ,HTEUI,CLEUI,HTCLEUI,ADJWT8   
91000,6,5,18,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,1,2, ,100,1,2,1,2,2,2,2,2,8,   ,95,   ,   ,   ,   ,   ,3, , , , , , ,1,2, ,2,2,1, ,3378,1633,145016,236355,1.593582418,2.597307692,4.19089011,313.39
310000,8,6,2,1,1,1,2,2,2,35, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , ,2,1,2,98,2,2,2,2,1,2,2,2,   ,   ,   ,   ,100,   ,   ,   ,5, , , , , , , ,1,3,1,2,1,1,529,3819,71331,0,0.2301,0,0.2301,70.71
67000,6,4,17,1,1,1,2,2,2,100, ,1,1,2,2,2,2,2,20,80,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,95,2,1,2,2,2,1,2,2,   ,35,   ,   ,   ,65,   ,   ,6, , , , , , ,2,1,2,2,2,1,2,5100,984,2264801,1160352,33.803,17.31868657,51.12168657,214.9
16000,4,6,2,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,2, ,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,2,1,2,6334,728,664737,14187,41.5460625,0.8866875,42.43275,406.42
66000,6,4,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,6451,424,1925901,241572,29.18031818,3.660181818,32.8405,406.42
13500,4,6,14,1,2,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,1,1,1,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,2,2,1,2,3520,1583,69612,73637,5.156444444,5.454592593,10.61103704,734.43
8800,3,5,5,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,18,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,1,1,1,2,2,1,2,4928,1615,93821,3727,10.66147727,0.423522727,11.085,864.37
68000,6,8,11,1,1,2,2,2,2,20, ,2,2,1,1,2,2,2,   ,   ,80,20,   ,   ,   ,3, , , , , , , ,2, ,25,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,1,2,2,1,2,2, ,2, ,2,2,1, ,4193,1095,391074,75596,5.751088235,1.111705882,6.862794118,377.81
430000,8,8,16,1,1,1,2,2,2,100, ,2,1,1,2,2,2,2,   ,95,5,   ,   ,   ,   ,2, , , , , , , ,1,2,100,1,2,2,2,2,1,2,2,95,   ,   ,   ,   ,5,   ,   ,1, , , , , , , ,1,2,1,1,1,2,8725,481,46491425,4951551,108.119593,11.51523488,119.6348279,14.75
18000,4,7,5,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,1,33,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,1,2,2,1,2,7978,468,683141,6025,37.95227778,0.334722222,38.287,140.65
54000,6,4,14,1,1,2,2,2,2,100, ,2,1,2,2,1,2,2,   ,100,   ,   ,100,   ,   ,2,2,2,1,2,2,1,1,1,3,100,2,2,2,1,2,1,2,2,   ,   ,   ,100,   ,95,   ,   ,4,2,2,1,2,2,1,1,1,3,2,1,1,1,4373,262,2132567,191916,39.49198148,3.554,43.04598148,243.77
1050,2,4,2,1,2,1,2,2,2,100, ,1,2,2,1,2,2,2,100,   ,   ,50,   ,   ,   ,1, , , , , , ,1,1,2,100,2,1,1,2,2,2,2,2,   ,100,50,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,2,2,1,2,4463,1282,57067,4944,54.34952381,4.708571429,59.05809524,2605.72
6000,3,5,26,1,2,1,2,2,2,100, ,2,2,2,2,2,2,1,   ,   ,   ,   ,   ,   ,100,7, , , , , , ,2,1,2,5,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,2,1,2,2, ,1,2,2535,1905,151705,1925,25.28416667,0.320833333,25.605,2314.83
104000,7,4,2,1,1,1,2,2,2,100, ,2,2,1,1,2,2,2,   ,   ,75,25,   ,   ,   ,3, , , , , , ,1,1,1,100,2,1,2,2,2,2,2,1,   ,77,   ,   ,   ,   ,   ,23,2, , , , , , ,2,1,1,1,1,1,2,5292,813,3394677,1251135,32.641125,12.03014423,44.67126923,86.27
275000,8,7,16,1,1,1,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , , ,1,3,95,1,2,2,2,2,1,2,2,5,   ,   ,   ,   ,95,   ,   ,6, , , , , , , ,1,3,1,1,1,1,4488,2028,32973937,5204153,119.9052255,18.92419273,138.8294182,12.29
36000,5,1,1,1,1,1,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,33,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,2,2,1,2,7081,424,1095651,7955,30.43475,0.220972222,30.65572222,411.91
1650,2,4,2,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,1,1,2,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,2,2,2,2,5769,635,153207,3109,92.85272727,1.884242424,94.7369697,1701.91
136000,7,7,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,1777,3914,1883461,3472581,13.84897794,25.53368382,39.38266176,87.5
3350,2,5,15,1,2,2,1,2,2,50, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,50,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,1,1,2,2,2,2,2,4544,1316,0,3920,0,1.170149254,1.170149254,1591
1500,2,2,6,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,2, ,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,2,2,2, ,5292,1009,568018,14443,378.6786667,9.628666667,388.3073333,1711.45
1200,2,7,15,1,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,6755,654,0,0,0,0,0,1337.85
4000,2,1,26,1,2,2,1,2,2,100, ,1,2,2,2,1,2,1,10,   ,   ,   ,10,   ,90,7,2,1,2,1,2,2,2,2, ,10,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,2,1,2,1,2,2,2,1,2,2,2,2,2,4746,1182,8408,3193,2.102,0.79825,2.90025,776.54
1600,2,7,6,1,2,2,1,2,2,100, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , , ,1,2,100,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , , ,1,2, , , ,2,5868,348,0,2370,0,1.48125,1.48125,1390.68
5000,2,6,2,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,2, ,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,2, ,1,2,1, ,5483,960,250739,27450,50.1478,5.49,55.6378,2724.37
4000,2,6,12,1,2,2,1,2,2,95, ,1,2,2,1,1,2,2,65,   ,   ,10,25,   ,   ,1,2,1,2,1,2,2,1,1,1,100,2,1,1,1,2,2,2,2,   ,75,10,25,   ,   ,   ,   ,2,2,1,2,1,2,2,1,1,1,2,2,2,2,5167,1116,5723,14307,1.43075,3.57675,5.0075,2724.37
65000,6,6,2,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,1,1,2,50,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,2,1,1,2,2949,2302,462197,371002,7.110723077,5.707723077,12.81844615,70.76
2000,2,8,12,1,2,2,1,2,2,60, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,2,90,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , , ,1,2,2,2,2,2,3418,1356,0,3292,0,1.646,1.646,734.43
53000,6,8,26,1,2,2,1,2,2,100, ,2,2,2,2,2,2,1,   ,   ,   ,   ,   ,   ,100,7, , , , , , , ,1,2,100,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , , ,1,2,1,1,1,2,3122,1821,0,603290,0,11.38283019,11.38283019,297.78
21000,4,5,13,1,1,2,2,2,2,100, ,2,1,1,1,2,2,2,   ,100,10,2,   ,   ,   ,2, , , , , , ,1,1,2,100,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , ,1,1,2,2,1,1,2,5375,776,2913583,86426,138.7420476,4.11552381,142.8575714,776.54
20000,4,5,2,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,1,2, ,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,2,2,1,2,6560,1009,293938,72063,14.6969,3.60315,18.30005,2739.65
15000,4,7,5,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,1,2,25,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,2,2,2,2,2,4698,1217,28456,11578,1.897066667,0.771866667,2.668933333,2546.83
280000,8,5,5,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,1,1,3,100,1,2,2,2,2,2,1,2,6,   ,   ,   ,   ,   ,94,   ,7, , , , , , ,2,1,3,2,2,1,1,4058,850,11616488,1438746,41.48745714,5.138378571,46.62583571,33.69
12500,4,6,12,1,2,2,2,2,2,50, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,2,50,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,1,1,2,2,2,2,2,2858,1701,11158,12144,0.89264,0.97152,1.86416,2546.83
23000,4,5,25,1,2,2,2,2,2,75, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,1,2,2,1,2,2,1,2, ,75,1,2,2,1,2,2,2,2,85,   ,   ,70,   ,   ,   ,   ,4,1,2,2,1,2,2,1,2, ,2,2,1, ,5239,634,106396,41444,4.625913043,1.801913043,6.427826087,2463.5
6500,3,5,1,2,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,3137,1535,                  ,                  , , , ,734.43
27500,5,7,26,1,2,2,2,2,2,20, ,2,2,2,1,2,2,2,   ,   ,   ,100,   ,   ,   ,4, , , , , , , ,2, ,20,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , , ,2, , , , , ,1213,3380,11446,122922,0.416218182,4.469890909,4.886109091,377.5
110000,7,5,5,1,1,2,2,2,2,100, ,1,2,2,1,2,2,2,20,   ,   ,80,   ,   ,   ,4, , , , , , ,2,1,1,10,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,2,1,1,2,9290,558,4711361,22639,42.83055455,0.205809091,43.03636364,361.04
36000,5,7,2,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,1,2,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,2,2,2,1,2,3874,1024,1378415,303550,38.28930556,8.431944444,46.72125,734.43
6100,3,4,26,1,1,2,2,2,2,100, ,2,2,2,2,2,2,1,   ,   ,   ,   ,   ,   ,100,7, , , , , , ,2,1,2,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,2,1,2,1735,2231,8380,44224,1.373770492,7.249836066,8.623606557,944.4
42000,5,7,2,1,2,1,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , , ,1,1,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , ,1, ,1,2,7470,303,823267,0,19.60159524,0,19.60159524,82.18
10750,4,3,14,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,1,1,3,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,3,2,1,1,1,5472,1123,477743,67309,44.4412093,6.261302326,50.70251163,446.21
6000,3,6,91,1,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,5,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,1,2, , , , , ,1525,3049,0,1243,0,0.207166667,0.207166667,818.54
158000,7,8,2,1,2,1,2,2,2,100, ,2,2,2,2,2,2,1,   ,   ,   ,   ,   ,   ,100,7, , , , , , , ,1,3,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,3,1,1,1,1,2307,2751,1017137,5273345,6.437575949,33.37560127,39.81317722,74.65
28500,5,7,12,1,1,2,2,2,2,65, ,1,2,2,1,2,2,2,100,   ,   ,3,   ,   ,   ,1, , , , , , , ,1,1,65,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , , ,1,1,2,2,1,2,6252,610,540988,27451,18.98203509,0.963192982,19.94522807,876.06
5000,2,1,18,1,1,2,2,2,2,85, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,2, ,85,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,2,2,2, ,2943,2183,12349,12758,2.4698,2.5516,5.0214,419.28
136000,7,7,14,1,1,1,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , , ,1,3,100,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , , ,1,3,1,1,1,1,4787,1203,7077793,2441292,52.04259559,17.95067647,69.99327206,144.29
94000,6,4,14,1,1,2,2,2,2,95, ,2,1,1,2,2,2,2,   ,90,10,   ,   ,   ,   ,2, , , , , , ,2,1,3,30,1,1,1,2,2,2,2,2,80,10,10,   ,   ,   ,   ,   ,1, , , , , , ,1,1,3,1,1,1,1,4992,1156,1893289,175141,20.14137234,1.863202128,22.00457447,132.45
2250,2,8,5,1,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,571,3577,0,0,0,0,0,745.49
17000,4,1,12,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,1,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,2,2,1,2,6486,615,1704285,21323,100.2520588,1.254294118,101.5063529,404.15
200001,8,5,14,1,1,1,2,2,1,100, ,2,2,2,2,2,1,2,   ,   ,   ,   ,   ,100,   ,6, , , , , , , ,1,1,75,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , ,2,1,1,2,2,1,2,8501,427,54783428,366509,273.9157704,1.832535837,275.7483063,39.92
61000,6,3,16,1,1,1,2,2,2,100, ,2,1,1,2,2,2,2,   ,85,15,   ,   ,   ,   ,2, , , , , , ,1,2, ,100,1,2,2,2,2,1,1,2,35,   ,   ,   ,   ,63,2,   ,6, , , , , , ,1,2, ,2,1,1, ,4501,1086,8996691,818068,147.4867377,13.41095082,160.8976885,140.65
16000,4,6,4,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,1,1,1,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,1,1,1,2,1,2,3846,1139,9450869,725571,590.6793125,45.3481875,636.0275,1446.07
9000,3,4,15,1,1,2,2,2,2,100, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,2, ,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,2,2,2,1518,2367,368855,133613,40.98388889,14.84588889,55.82977778,528.24
148000,7,5,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,5136,814,4125393,772680,27.87427703,5.220810811,33.09508784,77.4
108000,7,2,1,1,2,2,2,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,3265,1360,0,0,0,0,0,678.14
10000,3,6,91,1,1,2,2,2,2,50, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , ,2,2, ,50,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,2,2,2,1546,3479,18352,9698,1.8352,0.9698,2.805,807.37
180000,7,5,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,5372,674,6585264,1058594,36.5848,5.881077778,42.46587778,72.41
13500,4,7,5,1,2,2,2,2,2,100, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,1,2,2,1,2,2, ,1,1,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,1,2,2,1,2,2, ,1,1,1,2,2,2,882,3479,5860,181277,0.434074074,13.42792593,13.862,807.37
11250,4,6,12,1,1,2,2,2,2,50, ,2,2,2,2,1,2,2,   ,   ,   ,   ,100,   ,   ,5,2,1,2,1,2,2,2,2, ,100,2,2,2,1,2,2,2,2,   ,   ,   ,100,   ,   ,   ,   ,4,2,1,2,1,2,2,2,1,2,2,2,2,2,1418,2941,4738,85925,0.421155556,7.637777778,8.058933333,807.37
6700,3,8,23,1,2,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,6872,626,120288,15754,17.95343284,2.351343284,20.30477612,3391.93
3500,2,5,12,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,50,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,2,2, ,2,2,2,2,5949,1335,109905,7538,31.40142857,2.153714286,33.55514286,2447.55
1650,2,3,25,1,1,2,2,2,2,100, ,1,2,2,1,2,2,2,100,   ,   ,10,   ,   ,   ,1, , , , , , ,1,1,2,100,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,1,1,2,2, ,2,2,5935,787,128370,2968,77.8,1.798787879,79.59878788,2724.37
92000,6,7,14,1,1,1,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , , ,1,3,90,2,2,2,2,2,1,2,2,   ,   ,   ,   ,   ,100,   ,   ,6, , , , , , , ,1,3,1,1,1,1,3948,1238,2721797,523330,29.58475,5.688369565,35.27311957,133.87
9000,3,8,23,1,1,1, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,3226,1622,126364,70586,14.04044444,7.842888889,21.88333333,102.54
65000,6,7,5,1,2,2,2,2,2,8, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,1,2,8,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,2, ,2,2,1,2,879,4318,1666,29303,0.025630769,0.450815385,0.476446154,155.65
150000,7,4,11,1,1,2,2,2,2,15, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,1,2, ,3,2,1,2,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,   ,2, , , , , , ,2,2, ,1,2,1, ,6091,605,1493300,26103,9.955333333,0.17402,10.12935333,80.08
100000,6,5,14,1,1,2,2,2,2,98, ,2,1,2,2,1,2,2,   ,95,   ,   ,5,   ,   ,2,2,1,2,2,2,1,2,1,3,80,2,2,2,1,2,1,2,2,   ,   ,   ,5,   ,95,   ,   ,6,2,1,2,2,2,1,2,1,3,1,1,1,1,4170,1118,2238327,528585,22.38327,5.28585,27.66912,246.38
9700,3,6,6,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,2, ,80,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,1,2, ,2,1,2, ,5984,974,188879,74778,19.47206186,7.709072165,27.18113402,2724.37
116000,7,5,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,3281,1904,2650819,2032880,22.85188793,17.52482759,40.37671552,96.19
7900,3,5,25,1,1,2,2,2,2,90, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,90,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,2,1,2,2541,681,28657,20283,3.627468354,2.567468354,6.194936709,950.84
1600000,10,4,24,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,5541,891,9178343,11132268,5.736464375,6.9576675,12.69413188,25.66
33000,5,5,25,1,2,2,2,2,2,90, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,90,2,1,1,2,2,2,2,2,   ,90,10,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,2,2,2,2,3128,1833,70793,203129,2.145242424,6.155424242,8.300666667,528.95
31000,5,5,23,1,1,1, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,5077,888,1466996,219027,47.32245161,7.065387097,54.38783871,410.56
30500,5,4,18,1,1,2,2,2,2,40, ,2,2,2,2,2,2,1,   ,   ,   ,   ,   ,   ,100,7, , , , , , ,1,2, ,40,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,1,2, ,2, ,1, ,2132,2680,63108,279234,2.069114754,9.155213115,11.22432787,364.2
6000,3,7,15,1,1,2,2,2,2,100, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,2,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,2,2,2,1,2,5173,1021,73308,39169,12.218,6.528166667,18.74616667,528.67
21500,4,8,5,1,2,2,2,2,2,20, ,2,2,1,2,2,2,2,   ,   ,100,   ,   ,   ,   ,3, , , , , , , ,1,2,20,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , , ,1,2,2,2,1,2,804,4412,8079,71325,0.375767442,3.31744186,3.693209302,1164.83
116000,7,5,23,1,1,2, ,2,2,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   , , , , , , , , , , ,   , , , , , , , , ,   ,   ,   ,   ,   ,   ,   ,   ,  , , , , , , , , , , , , , ,4728,642,3904901,966986,33.66293966,8.336086207,41.99902586,105.79
4800,2,2,25,1,1,2,2,2,2,50, ,1,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,2, ,50,2,2,1,2,2,2,2,2,   ,   ,100,   ,   ,   ,   ,   ,3, , , , , , ,2,2, ,2, ,1, ,6417,715,168465,2951,35.096875,0.614791667,35.71166667,2739.65
132000,7,5,8,1,1,1,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,2, ,100,1,2,2,2,2,1,2,2,60,   ,   ,   ,   ,40,   ,   ,1, , , , , , ,2,2, ,1,2,1, ,5344,968,16978253,1077349,128.6231288,8.161734848,136.7848636,126.28
10250,4,4,14,1,1,2,2,2,2,100, ,2,1,2,2,2,2,2,   ,100,   ,   ,   ,   ,   ,2, , , , , , ,2,1,2,100,1,2,2,2,2,2,2,2,100,   ,   ,   ,   ,   ,   ,   ,1, , , , , , ,2,1,2,2,2,1,2,1187,726,119063,44564,11.61590244,4.347707317,15.96360976,456.4
