SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,CLIMATE8 ,FREESTN8 ,WLCNS8   ,RFCNS8   ,GLSSPC8  ,EQGLSS8  ,SUNGLS8  ,BLDSHP8  ,NFLOOR8  ,ELEVTR8  ,NELVTR8  ,ESCLTR8  ,RENOV8   ,RENADD8  ,RENRDC8  ,RENCOS8  ,RENEXT8  ,RENINT8  ,RENHVC8  ,RENLGT8  ,RENWIN8  ,RENPLB8  ,RENINS8  ,RENOTH8  ,GOVOWN8  ,GOVTYP8  ,OWNER8   ,OWNOCC8  ,NOCC8    ,NOCCAT8  ,MONUSE8  ,PORVAC8  ,OPEN248  ,OPNMF8   ,OPNWE8   ,WKHRS8   ,WKHRSC8  ,NWKER8   ,NWKERC8  ,HT18     ,HT28     ,COOL8    ,WATR8    ,COOK8    ,MANU8    ,GENR8    ,ONEACT8  ,FACIL8   ,HEATP8   ,FURNAC8  ,BOILER8  ,PKGHT8   ,SLFCON8  ,HTPMPH8  ,STHW8    ,OTHTEQ8  ,MAINHT8  ,NWMNHT8  ,RDHTNF8  ,HWRDHT8  ,COOLP8   ,PKGCL8   ,RCAC8    ,ACWNWL8  ,HTPMPC8  ,CHWT8    ,CHILLR8  ,EVAPCL8  ,OTCLEQ8  ,PKGCP8   ,MAINCL8  ,NWMNCL8  ,RDCLNF8  ,HWRDCL8  ,VAV8     ,ECN8     ,MAINT8   ,EMCS8    ,WTHTEQ8  ,HWTRM8   ,RFGEQP8  ,RFGWI8   ,RFGOP8   ,RFGCL8   ,RFGRES8  ,RFGVEN8  ,PCTERM8  ,SERVER8  ,MNFRM8   ,SRVFRM8  ,TRNGRM8  ,STDNRM8  ,OTPCRM8  ,PCRMP8   ,SRVNUM8  ,SRVRC8   ,PCNUM8   ,PCTRMC8  ,FLAT8    ,FLATC8   ,PRNTRN8  ,PRNTYP8  ,COPIER8  ,COPRN8   ,FAX8     ,RDOFEQ8  ,CAPGEN8  ,ELHT18   ,NGHT18   ,ELHT28   ,NGHT28   ,ELCOOL8  ,NGCOOL8  ,ELWATR8  ,NGWATR8  ,ELCOOK8  ,NGCOOK8  ,ELMANU8  ,NGMANU8  ,NGGENR8  ,ELLOCUT8 ,ELNONLU8 ,ELOTSRC8 ,NGLOCUT8 ,NGOTSRC8 ,NGSRC8   ,LTOHRP8  ,LOHRPC8  ,LTNHRP8  ,LNHRPC8  ,RDLTNF8  ,BULB8    ,FLUOR8   ,CFLR8    ,HID8     ,HALO8    ,OTLT8    ,FLUORP8  ,SREF8    ,HEB8     ,WINTYP8  ,TINT8    ,REFL8    ,AWN8     ,SKYLT8   ,AUTOLT8  ,DAYLTP8  ,HDD658   ,CDD658   ,MFEUI8   ,ELCEUI8   ,ADJWT8   
81000,6,8,2,1,1,1,2,2,2,5,1,2,1,1,1, ,2,1, ,   , , , , , , , , , , , , , ,1,3,10,2,1,2,12,2,2,1,1,70,5,250,8,1,1,1,1,1,2,1,1,2,100,2,1,1,2,2,2,2,2, ,1,3,100,1,2,2,2,2,1,2,2,100,6, ,1,3,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,2,10,40,4,250,7,1,4,30,4,1,20,1,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,100,4,0,5,1,1,1,1,2,1,2,70,2,1,3,1,2,2,2,2,10,1103,2999,114.2248272,22.42391358,190.78
1500,2,3,15,1,1,1,2,2,2,3,1,1,1,2,2,2,1,2,2,   ,2,1,2,2,1,2,2,2,2,2,2,2,2,2, ,6,2,1,2,12,2,2,1,1,60,4,3,2,1,2,1,1,1,2,2,1,2,100,2,1,2,2,2,2,2,2,2,2, ,100,2,1,2,2,2,2,2,2,   ,2,2,2, ,2,2,2, ,2,2,1,2,2,1,2,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,100,4,10,1,1,2,1,1,2,2,2,100,2,2,1,2,2,2,2,2,0,5039,1106,442.9773333,50.28733333,2739.65
54000,6,7,23,1,1,2, ,2,2,4, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,5,3,  , , , , ,   , ,      ,  ,1,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,1,2,2,2,1,2,2,1, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,1371,1774,191.7264259,45.35737037,444.58
44000,5,2,13,1,1,2,2,2,2,1,1,1,5,2,2,1,2,3,1,2,2,1,2,2,1,1,2,1,1,2,1,2,2,1,3,10,1,1,2,12,2,2,2,1,18,2,1,2,1,2,1,1,1,2,2,1,2,100,2,1,2,2,2,2,2,2,1,1,3,100,2,2,2,2,2,1,2,2,   ,6,1,1,3,1,1,1,1,3,1,1,2,2,1,1,1,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,70,3,5,1,1,1,1,1,1,2,2,60,1,1,1,2,2,2,2,2,0,6114,686,101.1576136,9.111795455,72.3
4800,2,7,91,1,1,2,2,2,2,4,1,5,5,1,2,1,2,1, ,   , , , , , , , , , , , , , ,2, ,6,1,2,3,12,2,2,1,1,52,4,3,2,1,2,1,1,2,1,2,1,2,18,1,2,2,1,2,2,2,4, ,1,2,18,1,2,2,2,2,2,2,2,100,1, ,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,   ,        ,  ,1,1,2, ,1,1,2,     ,1,3,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,18,1,0,5,1,2,1,2,2,2,2,100,1,1,1,1,2,1,1,2,100,3809,1860,44.401875,5.131875,734.43
100000,6,5,12,1,1,2,2,2,2,5,1,1,2,3,1, ,8,3,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2, ,3,1,1,2,12,2,2,1,1,50,4,16,4,1,2,1,1,2,2,2,1,1,33,2,2,2,2,1,2,2,5,2,1,1,33,2,2,2,2,2,1,2,2,   ,6,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,   ,1,1,13,3,1,3,13,2,1,3,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,33,2,10,1,1,1,1,2,2,1,2,90,2,2,3,1,2,2,2,2,5,1340,3582,24.97833,7.29142,72.27
16750,4,3,14,1,1,2,2,2,2,4,1,1,1,2,1, ,5,1, ,   , ,1,1,2,2,2,2,1,1,2,2,2,2,1,3,10,1,1,2,12,2,2,1,2,55,4,60,6,1,1,1,1,1,2,2,1,2,100,2,2,1,1,1,2,2,3,1,1,1,95,1,2,1,1,2,2,2,2,75,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,2,1,1,1,2,4,3,1,90,5,2, ,20,4,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,99,4,10,1,1,1,2,1,1,1,2,   , ,1,1,2,2,1,2,2,5,3741,1298,118.0161791,27.80555224,331.3
6000,3,8,2,1,2,2,2,2,2,5,1,1,4,1,2,1,2,2,1,1,2, , , , , , , , , , , , ,2, ,6,1,1,2,12,2,2,1,2,40,3,15,4,1,2,1,1,2,2,2,1,2,100,1,2,2,2,2,2,2,1, ,2, ,100,2,1,2,2,2,2,2,2,   ,2, ,2, ,2,2,1, ,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,   ,1,1,18,3,1,4,11,1,1,1,1,2,1,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,1,1,1,2,1,2,2,1,2,90,2,2,1,2,2,1,1,2,0,1470,2561,42.85583333,12.56033333,528.24
320000,8,7,16,1,1,1,2,2,2,2,1,1,1,2,1, ,4,3,1,12,2, , , , , , , , , , , , ,2, ,2,2,1,2,12,1,1,1,1,168,7,400,8,1,1,1,1,1,2,1,1,1,100,2,1,1,2,2,2,2,2, ,2, ,90,1,1,2,2,2,1,2,2,45,6, ,2, ,1,1,1, ,3,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,25,4,300,7,1,4,100,2,1,100,1, ,1,2,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,90,4,   , , ,1,1,1,2,1,2,80,1,1,2,1,2,1,1,2,5,6201,580,297.4655813,27.91840938,7.56
8000,3,7,5,1,1,2,2,2,2,4,1,5,5,1,1, ,2,1, ,   , , , , , , , , , , , , , ,2, ,6,1,1,2,12,2,2,1,2,50,4,0,1,1,2,2,1,2,2,2,1,1,100,1,2,2,2,2,2,2,1, ,2, ,   , , , , , , , , ,   ,  , , , ,2, ,2, ,1,2,2, , , , , ,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,100,4,0,5,1,1,2,2,2,2,2,   , , ,4, , , , , ,   ,3105,1938,38.872125,1.95,2314.83
17250,4,5,17,1,1,1,2,2,2,2,1,1,4,2,1, ,10,1, ,   , ,1,2,2,1,1,1,2,2,2,2,2,2,2, ,4,2,1,2,12,2,1,1,1,168,7,30,5,1,1,1,1,1,2,1,1,1,100,1,2,2,2,1,2,2,5,1,2, ,100,2,1,2,1,2,2,2,2,   ,4,1,2, ,2,2,1, ,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,   ,        ,  ,9,2,2, ,6,4,1,1,1, ,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,100,4,   , , ,1,1,1,2,1,2,50,2,2,2,2,2,1,2,2,0,6597,652,173.0213913,37.1164058,214.9
104000,7,8,14,1,1,2,2,2,2,4,1,1,1,5,1, ,11,1, ,   , , , , , , , , , , , , , ,1,3,10,1,1,2,12,2,2,1,1,65,5,88,6,1,1,1,1,1,2,2,1,2,100,2,2,1,2,1,2,2,5, ,1,3,80,1,2,2,1,2,2,2,2,20,4, ,1,3,1,1,1,1,3,1,1,1,2,2,2,2,1,1,1,2,1,1,2,999,1,1,265,7,1,4,60,2,1,6,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,90,4,0,5,1,2,1,2,2,1,2,85,1,1,3,1,1,2,2,2,80,3392,1516,51.68727885,10.76780769,195.44
60000,6,6,23,1,1,1, ,2,2,1, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,5,3,  , , , , ,   , ,      ,  ,1,1,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,1,1,2,1,1,2,1,1, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,8944,574,118.0942167,23.69233333,80.08
22000,4,7,26,1,1,2,2,2,2,2,1,5,5,1,2,1,2,1, ,   , , , , , , , , , , , , , ,1,2,9,1,1,2,12,2,2,1,2,40,3,24,5,1,2,1,1,2,2,2,1,1,100,1,2,1,2,2,2,2,3, ,1,2,10,2,1,2,2,2,2,2,2,   ,2, ,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,   ,1,1,6,2,2, ,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,80,4,0,5,1,2,1,2,1,2,2,10,1,1,2,1,2,1,2,1,0,6146,626,45.52472727,4.844727273,776.54
150000,7,6,2,1,2,1,2,2,2,3, ,1,1, , , ,  ,11,1,4,2, , , , , , , , , , , , ,2, ,2,2,18,5,12,1,2,1,1,63,5,225,7,1,2,1,1,2,2,1,1,2,85,2,2,1,2,1,2,2,3,2,1,1,85,1,2,2,1,2,2,2,2,90,1,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,6,2,235,6,1,3,235,4,1,30,1,1,1,1, ,2, ,1, ,1, ,2, ,2, , ,9,9,9, , , ,90,4,10,1,1,1,1,1,2,1,2,65,2,1,2,2,1,2,2,1,20,4554,1252,65.18542,19.07088,80.65
54000,6,7,1,1,2,2,2,2,2,2,1,1,1,1,1, ,2,2,1,1,2, , , , , , , , , , , , ,2, ,2,2,0,1,0, ,2,3,2,0,1,0,1,1,2,2,2,2,2,2,1,2,100,1,2,2,2,2,2,2,1, ,1,2,   , , , , , , , , ,   ,  , , , ,2, ,1,2, , ,2, , , , , ,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,1, ,2, ,2, ,2, ,2, ,2, , ,9,9,9, , , ,   , ,5,1, ,1,1,1,2,2,2,45,1,1,2,1,2,2,2,2,2,6912,501,3.940796296,1.154981481,199.06
320000,8,7,1,1,2,2,2,2,2,5,1,9,6,4,2,1,2,6,1,6,1, , , , , , , , , , , , ,2, ,2,2,0,1,0, ,2,3,2,0,1,0,1,1,2,1,1,2,2,2,1,1,100,2,2,2,2,2,2,1,7, ,1,3,100,2,2,2,2,2,1,2,2,   ,6, ,1,3,1,2,1,1,3,1,1,1,2,2,2,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,1,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,   , ,0,5, , , , , , , ,   , , ,3,1,1,1,2,2,65,271,4306,64.2460625,18.82944375,17.67
21750,4,3,23,1,1,2, ,2,2,2, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,7,4,  , , , , ,   , ,      ,  ,1,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,1,1,2,2,1,2,2,1, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,5915,988,66.74441379,11.10510345,53.77
42000,5,8,18,1,1,2,2,2,2,3,1,1,4,3,2,2,2,4,1,1,2, , , , , , , , , , , , ,2, ,2,2,1,2,12,2,1,1,1,168,7,25,5,1,1,1,1,2,2,2,1,2,100,1,2,2,1,2,2,2,4, ,2, ,86,2,1,1,2,2,2,2,2,   ,3, ,2, ,2,2,1, ,1,1,1,2,2,2,1,1,1,1,2,1,2,1,2,15,4,1,6,2,2, ,6,1,1,1,1, ,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,48,2,   , , ,1,1,1,2,2,2,34,1,1,2,2,2,2,2,2,0,3907,1329,100.5602381,18.28435714,246.38
55000,6,8,5,1,2,2,2,2,2,4,1,2,1,1,2,1,2,2,2,   ,2, , , , , , , , , , , , ,2, ,6,1,1,2,12,2,2,1,2,47,3,60,6,2,2,1,1,2,2,2,1,1,   , , , , , , , , , , , ,20,1,2,2,2,2,2,2,2,100,1, ,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,   ,1,1,50,5,2, ,10,2,1,2,1,2,2,2, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,0,5,1,2,1,1,2,1,2,75,1,1,1,1,2,2,2,2,80,1870,1598,13.29352727,3.896109091,242.54
2800,2,5,7,1,1,2,2,2,2,1,1,3,1,1,2,1,2,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,1,3,10,1,2,3,12,2,2,1,2,45,3,1,2,1,1,1,1,2,2,2,2,2,100,2,2,2,1,2,2,2,4,1,1,2,40,2,1,1,2,2,2,2,2,   ,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,   ,        ,  ,2,1,2, ,2,4,2,     ,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,25,1,0,5,1,1,1,1,2,2,2,35,2,1,2,2,2,1,2,2,5,8593,605,98.12964286,5.557857143,1697.96
455000,8,5,16,1,1,1,1,2,2,2,1,2,6,4,1, ,2,6,1,14,2,1,1,2,2,2,2,2,2,2,2,2,2,2, ,3,2,1,2,12,2,1,1,1,168,7,365,8,1,1,1,1,2,2,1,1,1,100,2,1,2,2,2,2,2,2,2,2, ,100,2,2,2,2,2,1,2,2,   ,6,1,2, ,1,1,1, ,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,3,1,350,7,1,4,70,2,1,20,1, ,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1,100,4,   , , ,1,1,1,2,2,2,98,1,1,2,1,1,2,1,2,60,6066,1383,234.8169802,28.61098901,20.73
74000,6,7,2,1,2,2,2,2,2,5,1,1,6,2,1, ,2,2,1,2,2, , , , , , , , , , , , ,2, ,1,2,4,3,12,2,2,1,1,126,6,400,8,1,2,1,1,2,2,2,1,1,100,2,2,2,2,1,2,2,5, ,1,1,100,2,2,2,1,2,2,2,2,   ,4, ,1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,2,2,999,8,2,600,8,1,2,11,1,1,7,1,3,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,5,1,1,2,1,2,2,2,2,100,2,2,2,1,2,2,2,2,0,578,3832,73.47871622,21.53537838,70.71
7000,3,6,12,1,2,2,2,2,2,4,1,1,4,1,2,2,2,1, ,   , , , , , , , , , , , , , ,2, ,3,2,1,2,12,2,2,2,1,6,2,1,2,1,2,1,1,2,2,2,1,2,98,1,2,2,2,2,2,2,1,1,1,2,98,2,2,1,2,2,2,2,2,   ,3,1,1,2,2, ,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,1,1,2, ,1,1,1,1,2,1,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,100,4,2,1,1,2,2,1,2,60,1,1,2,2,2,2,2,2,0,3421,1433,21.03642857,6.165428571,734.43
800000,9,3,16,1,1,2,2,2,2,5,1,2,1,1,1, ,9,7,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,8,1,1,2,12,2,1,1,1,168,7,1000,10,1,2,1,1,1,2,2,1,1,100,2,1,1,2,2,2,2,2,1,2, ,100,1,2,2,2,2,1,2,2,4,6,1,2, ,1,2,1, ,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,999,8,2,700,8,2, ,700,2,1,100,1, ,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,100,4,   , , ,2,1,2,2,2,2,100,2,1,3,1,2,2,2,2,0,1380,4901,173.4387688,28.95712625,5.32
44000,5,8,2,1,1,2,2,2,2,4,1,1,6,2,2,3,2,2,1,1,2, , , , , , , , , , , , ,1,3,10,1,1,2,12,2,2,1,2,57,4,98,6,1,2,1,1,2,2,2,1,2,100,2,2,2,2,1,2,2,5, ,1,1,100,2,2,2,1,2,2,2,2,   ,4, ,1,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,2,2,5,5,2,90,5,1,3,12,2,1,8,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,100,4,10,1,1,1,1,2,2,2,2,100,1,2,2,1,2,1,1,2,0,1997,1898,44.04306818,12.00727273,97.69
215000,8,7,16,1,1,1,2,2,2,1,1,1,6,2,2,1,2,5,1,5,2, , , , , , , , , , , , ,2, ,4,1,1,2,12,1,1,1,1,168,7,300,8,1,1,1,1,1,2,1,1,1,100,2,1,1,1,1,2,2,2, ,1,2,100,1,1,1,1,2,2,2,2,85,1, ,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,5,5,2,100,6,1,2,30,4,1,5,1, ,1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,75,3,   , , ,1,1,1,1,1,2,35,1,1,1,2,2,1,2,2,30,7118,450,187.6030419,14.66035349,39.89
385000,8,5,2,1,1,2,2,2,2,5, ,7,6, , , ,  ,991,1,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,73,7,12,1,1,1,1,168,7,840,9,1,2,1,1,1,2,2,1,2,100,1,2,1,2,2,2,2,1,2,1,3,100,1,2,2,2,2,1,2,2,2,6,2,1,3,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,10,3,840,8,1,3,250,4,1,65,1, ,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,100,4,   , , ,1,1,1,2,2,1,100,1,1,1,1,2,2,2,2,50,2085,2540,103.8216442,29.50649351,40.28
3600,2,8,26,1,2,2,1,2,2,3,1,4,5,1,2,1,1,1, ,   , , , , , , , , , , , , , ,2, ,6,1,1,2,12,2,2,1,1,52,4,4,2,1,2,2,2,2,2,2,1,2,50,2,2,2,1,2,2,2,4, ,1,2,   , , , , , , , , ,   ,  , , , , , , ,2, , ,1,2,2,2,1,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,1, ,2,2, ,2, ,2, ,2, ,2, ,2, , ,1,2,2, , , ,100,4,10,1,1,1,1,2,2,2,2,95,2,2,1,2,1,2,2,2,0,4340,1122,15.15694444,4.442222222,2546.83
74000,6,5,23,1,2,2, ,2,2,5, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,14,5,  , , , , ,   , ,      ,  ,2,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,2, ,2, ,1, ,1, , , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,244,3680,76.73671622,22.49024324,75.79
2200,2,4,25,1,2,2,2,2,2,5, ,3,1, , , ,  ,1, ,   , ,1,2,2,1,2,2,1,2,2,1,2,2,2, ,2,1,1,2,12,2,2,1,1,66,5,2,2,1,2,1,2,2,2,2,1,2,60,2,2,2,2,1,2,2,5,1,2, ,100,2,2,2,1,2,2,2,2,   ,4,1,2, ,2,2,1, , , ,1,2,1,2,2,2,1,2,2,2,2,2,2,   ,        ,  ,2,1,2, ,2,2,1,1,1,1,1,1, ,2, ,1, ,2, ,2, ,2, , ,1,2,2, , , ,75,3,0,5,1,2,1,2,2,2,2,100,2,1,2,1,2,1,2,2,10,1299,3063,68.20136364,19.98863636,2544.74
6000,3,7,26,1,1,2,2,2,2,2,1,1,6,2,2,1,2,3,2,   ,2, , , , , , , , , , , , ,2, ,6,2,1,2,12,2,2,1,1,46,3,3,2,1,2,1,1,2,2,2,1,2,100,1,2,2,2,2,2,2,1, ,2, ,100,1,2,2,2,2,2,2,2,100,1, ,2, ,2,2,1, ,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,   ,1,1,3,1,2, ,1,1,2,     ,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,80,4,10,1,1,1,1,2,1,2,2,100,2,1,2,1,2,2,2,2,50,7027,555,159.5413333,11.13316667,406.42
132000,7,8,14,1,2,2,1,2,2,2,1,1,5,2,1, ,9,1, ,   , , , , , , , , , , , , , ,1,3,10,1,1,2,2, ,2,1,2,50,4,65,6,1,1,1,1,1,2,2,1,2,100,2,1,1,2,1,2,2,5, ,1,1,100,2,2,2,1,2,2,2,2,   ,4, ,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,10,6,2,250,7,1,3,10,2,1,3,1,2,2,1, ,2, ,1, ,1, ,1, ,2, , ,1,2,2, , , ,90,4,10,1,1,1,1,1,1,1,2,80,2,1,2,1,1,1,2,1,0,7062,551,6.955643939,2.038583333,124.19
8700,3,2,1,2,2,2,2,2,2,4,1,1,4,1,2,2,1,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,0,1,0, ,2,3,2,0,1,0,1,2,2,2,2,2,2,2,1,2,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , ,2, , , , , , , , , , , , , , , , , , , ,   , ,   , , , , , , , , ,   , , ,1,2,2,2,2,2,0,3328,1886,,,1210.96
10750,4,6,5,1,2,2,2,2,2,4,1,4,5,1,1, ,3,1, ,   , , , , , , , , , , , , , ,2, ,2,2,1,2,12,2,2,1,1,50,4,0,1,2,2,2,2,2,2,2,1,1,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , ,2, , , , , ,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2, ,2, ,2, ,2, ,2, ,2, , ,1,2,2, , , ,50,2,0,5,1,2,1,2,2,2,2,100,2,2,4, , , , , ,   ,3292,1651,3.841395349,1.125860465,734.43
3500,2,6,5,1,1,2,2,2,2,4,1,5,5,1,2,3,2,1, ,   , , , , , , , , , , , , , ,2, ,1,1,2,3,12,2,2,1,1,60,4,3,2,1,2,1,1,2,2,2,1,2,25,2,2,1,2,2,2,2,3,2,1,2,25,2,1,2,2,2,2,2,2,   ,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,   ,1,1,1,1,2, ,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,25,1,1,1,1,1,1,2,2,2,2,100,2,1,1,2,2,2,2,2,75,3743,1216,34.62742857,5.391714286,2314.83
1500,2,2,26,1,1,2,2,2,2,1,1,4,5,2,2,1,2,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,1,1,2,12,2,2,1,2,40,3,2,2,1,2,2,2,2,1,2,1,2,100,1,2,2,2,2,2,2,1,2,1,2,   , , , , , , , , ,   ,  , , , ,2, ,1,2, , ,1,2,2,2,1,1,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,100,4,10,1,1,1,1,2,2,2,2,95,2,2,3,1,2,2,2,2,10,6053,383,93.536,9.324,2226.17
10000,3,3,12,1,1,2,2,2,2,4,1,3,4,1,2,2,2,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,2,1,2,6,1,2,2,1,5,2,0,1,1,2,1,1,2,2,2,1,2,100,1,2,2,2,2,2,2,1,2,1,2,100,1,2,2,2,2,2,2,2,100,1,2,1,2,2,2,2,2,1,2,2, , , , , ,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,100,4,0,5,1,2,1,2,2,2,2,100,2,2,2,2,2,2,2,2,0,3335,1247,33.547,3.8461,1210.96
10250,4,5,18,1,2,2,2,2,2,3,1,1,4,3,1, ,10,1, ,   , ,1,2,2,1,1,2,2,2,1,2,2,2,2, ,4,1,1,2,12,2,1,1,1,168,7,9,3,1,2,1,1,2,2,2,1,1,100,2,2,2,2,1,2,2,5,1,2, ,100,2,2,2,1,2,2,2,2,   ,4,1,2, ,2,1,1, ,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,   ,1,1,4,1,2, ,2,1,1,1,1, ,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,75,3,   , , ,1,1,1,2,2,2,50,2,1,2,2,2,2,2,2,75,4329,1447,76.32995122,22.37102439,456.4
