SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,CLIMATE8 ,FREESTN8 ,WLCNS8   ,RFCNS8   ,GLSSPC8  ,EQGLSS8  ,SUNGLS8  ,BLDSHP8  ,NFLOOR8  ,ELEVTR8  ,NELVTR8  ,ESCLTR8  ,RENOV8   ,RENADD8  ,RENRDC8  ,RENCOS8  ,RENEXT8  ,RENINT8  ,RENHVC8  ,RENLGT8  ,RENWIN8  ,RENPLB8  ,RENINS8  ,RENOTH8  ,GOVOWN8  ,GOVTYP8  ,OWNER8   ,OWNOCC8  ,NOCC8    ,NOCCAT8  ,MONUSE8  ,PORVAC8  ,OPEN248  ,OPNMF8   ,OPNWE8   ,WKHRS8   ,WKHRSC8  ,NWKER8   ,NWKERC8  ,HT18     ,HT28     ,COOL8    ,WATR8    ,COOK8    ,MANU8    ,GENR8    ,ONEACT8  ,FACIL8   ,HEATP8   ,FURNAC8  ,BOILER8  ,PKGHT8   ,SLFCON8  ,HTPMPH8  ,STHW8    ,OTHTEQ8  ,MAINHT8  ,NWMNHT8  ,RDHTNF8  ,HWRDHT8  ,COOLP8   ,PKGCL8   ,RCAC8    ,ACWNWL8  ,HTPMPC8  ,CHWT8    ,CHILLR8  ,EVAPCL8  ,OTCLEQ8  ,PKGCP8   ,MAINCL8  ,NWMNCL8  ,RDCLNF8  ,HWRDCL8  ,VAV8     ,ECN8     ,MAINT8   ,EMCS8    ,WTHTEQ8  ,HWTRM8   ,RFGEQP8  ,RFGWI8   ,RFGOP8   ,RFGCL8   ,RFGRES8  ,RFGVEN8  ,PCTERM8  ,SERVER8  ,MNFRM8   ,SRVFRM8  ,TRNGRM8  ,STDNRM8  ,OTPCRM8  ,PCRMP8   ,SRVNUM8  ,SRVRC8   ,PCNUM8   ,PCTRMC8  ,FLAT8    ,FLATC8   ,PRNTRN8  ,PRNTYP8  ,COPIER8  ,COPRN8   ,FAX8     ,RDOFEQ8  ,CAPGEN8  ,ELHT18   ,NGHT18   ,ELHT28   ,NGHT28   ,ELCOOL8  ,NGCOOL8  ,ELWATR8  ,NGWATR8  ,ELCOOK8  ,NGCOOK8  ,ELMANU8  ,NGMANU8  ,NGGENR8  ,ELLOCUT8 ,ELNONLU8 ,ELOTSRC8 ,NGLOCUT8 ,NGOTSRC8 ,NGSRC8   ,LTOHRP8  ,LOHRPC8  ,LTNHRP8  ,LNHRPC8  ,RDLTNF8  ,BULB8    ,FLUOR8   ,CFLR8    ,HID8     ,HALO8    ,OTLT8    ,FLUORP8  ,SREF8    ,HEB8     ,WINTYP8  ,TINT8    ,REFL8    ,AWN8     ,SKYLT8   ,AUTOLT8  ,DAYLTP8  ,HDD658   ,CDD658   ,MFEUI8   ,ELCEUI8   ,ADJWT8   
10500,4,2,26,1,2,2,2,2,2,4, ,1,4, , , ,  ,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,1,3,3,12,1,2,1,1,55,4,3,2,2,2,1,2,2,2,2,1,2,   , , , , , , , , , , , ,10,2,1,2,2,2,2,2,2,   ,2,2,1,2,2,2,2,2, , ,2, , , , , ,1,2,2,2,2,2,2,   ,        ,  ,2,1,2, ,1,1,1,1,1,1,2,2, ,2, ,1, ,2, ,2, ,2, , ,1,2,2, , , ,30,2,0,5,1,2,1,2,2,1,2,100,2,2,1,1,2,2,2,2,30,965,1368,5.602857143,1.642095238,2996.93
255000,8,6,18,1,1,1,2,2,2,5,1,1,6,3,1, ,1,991,1,5,2, , , , , , , , , , , , ,2, ,6,2,2,3,12,2,1,1,1,168,7,200,7,1,2,1,1,1,2,1,1,2,100,1,2,1,2,2,2,2,1,2,1,2,100,2,2,2,2,2,1,2,2,   ,6,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,3,1,65,5,2, ,20,2,1,5,1, ,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,100,4,   , , ,1,1,1,2,1,2,90,2,1,2,1,1,2,1,1,2,1408,3128,147.2468392,28.83354118,123.91
2400,2,7,26,1,1,2,2,2,2,1, ,1,5, , , ,  ,1, ,   , , , , , , , , , , , , , ,2, ,2,2,1,2,12,2,2,1,1,98,6,1,2,1,2,2,1,2,2,2,1,2,100,2,1,2,2,2,2,2,2, ,2, ,   , , , , , , , , ,   ,  , , , ,2, ,2, ,1,1,2, , , , , ,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,100,4,0,5,1,2,2,2,1,2,2,   , ,1,4, , , , , ,   ,6966,744,216.6970833,13.55166667,2447.55
39000,5,2,2,1,1,2,2,2,2,1,1,3,1,3,2,2,2,3,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2, ,2,1,5,3,12,2,2,1,2,70,5,100,7,1,1,2,1,2,2,2,1,2,100,2,1,2,1,2,2,2,4,1,2, ,   , , , , , , , , ,   ,  , , , ,2, ,1, ,3,2,1,2,2,2,2,1,1,2,2,2,1,2,2,10,        ,  ,100,6,1,3,20,1,1,10,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,100,4,50,2,1,1,1,1,2,2,2,60,1,2,3,2,2,2,2,2,10,8876,47,95.77515385,11.16723077,355.61
51000,6,3,14,1,1,2,2,2,2,2,1,1,6,1,1, ,10,3,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,3,10,1,1,2,10,2,2,1,2,50,4,35,5,1,2,1,1,2,2,2,1,2,100,2,1,2,2,2,2,2,2,1,1,1,100,1,2,2,2,2,1,2,2,5,6,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,5,2,1,60,5,2, ,5,2,1,3,1,3,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,5,1,1,2,1,1,1,2,2,90,1,1,3,2,2,2,2,2,0,6060,832,65.24111765,5.887862745,188.03
350000,8,5,14,1,1,2,2,2,2,3,1,1,1,1,1, ,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,2,1,3,10,1,1,2,12,2,2,1,1,90,6,200,7,1,1,1,1,1,2,1,1,2,100,2,2,1,2,2,2,2,3,1,1,3,100,1,2,2,2,2,2,2,2,100,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,10,5,2,500,8,1,3,350,2,1,5,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,1,2,1,80,4,5,1,1,1,1,1,1,2,2,93,1,1,3,1,2,2,2,2,0,4660,957,97.88938571,21.63668571,133.87
33000,5,8,12,1,2,2,2,2,2,5,1,4,4,2,2,3,4,2,2,   ,2, , , , , , , , , , , , ,2, ,3,1,3,3,12,2,2,1,1,75,5,21,5,1,2,1,1,1,2,2,1,1,80,1,2,2,2,2,2,2,1, ,1,1,80,2,1,2,2,2,2,2,2,   ,2, ,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,   ,1,1,20,4,1,4,20,1,1,3,1,2,1,1, ,2, ,1, ,1, ,1, ,2, , ,1,2,2, , , ,65,3,0,5,1,1,1,1,2,1,2,75,2,1,3,1,2,1,2,2,0,2195,3313,46.87509091,13.73830303,406.52
6500,3,2,13,1,1,2,2,2,2,4,1,1,2,2,2,2,2,3,2,   ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,1,1,2,12,2,2,1,1,48,3,6,3,1,2,1,1,2,2,2,1,2,60,2,2,1,1,2,2,2,3,1,1,2,75,1,2,2,2,2,2,2,2,100,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,   ,        ,  ,3,1,1,1,3,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,40,2,56,3,2,1,1,1,2,2,2,5,2,1,1,2,2,2,2,2,50,1066,1468,35.18076923,6.754615385,950.84
70000,6,8,23,1,1,2, ,2,2,2, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,2,3,  , , , , ,   , ,      ,  ,1,1,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,1,2,2,1,1,2,2,1, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,5019,1270,246.9906429,59.6347,221.72
4300,2,7,26,1,2,2,1,2,2,3,1,4,5,1,2,2,9,1, ,   , , , , , , , , , , , , , ,1,3,10,1,1,2,12,2,2,1,1,40,3,6,3,1,1,2,1,2,2,2,1,1,51,1,2,2,1,2,2,2,1, ,1,1,   , , , , , , , , ,   ,  , , , ,1, ,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,2,1,2, ,1,1,2,     ,1,2,2,2, ,1, ,2, ,1, ,2, ,2, , ,2,1,2, , , ,50,2,0,5,1,1,1,2,2,2,2,95,2,1,2,1,2,1,2,2,75,4607,1151,44.8044186,13.13139535,2546.83
600000,9,8,24,1,1,1, ,1,2,2, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,75,7,  , , , , ,   , ,      ,  ,1,2,1,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,1,2,2,2,1,2,1,1, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,6064,624,92.92029,21.22998,221.72
600000,9,2,2,1,1,1,2,2,2,3,1,1,4,2,1, ,1,992,1,19,1,1,2,2,1,2,2,1,2,1,2,2,2,2, ,2,2,100,7,12,1,2,1,1,70,5,1999,10,1,1,1,1,1,2,2,1,2,100,2,1,2,2,2,2,2,2,2,1,3,75,1,2,2,2,2,2,2,2,100,1,1,1,3,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,2,5,60,5,2000,9,1,3,1000,4,1,300,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,100,4,10,1,1,2,1,1,2,2,2,50,1,1,2,2,2,2,2,2,0,4719,1169,100.3909017,11.45025333,46.81
600000,9,3,7,1,2,1,2,1,2,2,1,1,1,4,1, ,1,11,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,10,1,4,3,12,2,2,1,1,48,3,1000,10,1,2,1,2,1,2,1,2,1,100,2,2,2,2,2,1,2,6, ,1,3,100,2,2,1,2,1,2,2,2,   ,5, ,1,3,1,2,1,1, , ,1,2,1,2,1,1,1,1,1,2,2,2,2,1,12,3,700,8,1,2,350,1,1,50,1,1,1,2, ,2, ,1, ,2, ,1, ,2, , ,1,2,2, , , ,100,4,50,2,1,2,1,2,2,2,2,100,2,1,2,1,2,2,2,2,40,4489,1433,175.9898883,9.95144,221.72
320000,8,5,2,1,1,1,2,2,2,5,1,3,1,3,1, ,9,991,1,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,96,7,12,1,2,1,1,60,4,450,8,1,2,1,1,2,2,1,1,2,100,2,1,2,2,2,2,2,2,2,1,3,100,2,2,2,2,2,1,2,2,   ,6,1,1,3,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,   ,10,3,400,7,1,3,200,4,1,75,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,100,4,25,1,1,1,1,2,2,2,2,90,2,1,1,1,2,2,2,2,0,782,3707,80.61897188,22.69005,70.71
50000,5,7,14,1,2,2,2,2,2,5,1,3,5,1,1, ,6,1, ,   , , , , , , , , , , , , , ,1,3,10,1,1,2,10,2,2,1,2,40,3,35,5,1,2,1,1,2,2,2,1,1,100,2,2,2,2,1,2,2,5, ,1,2,100,2,2,2,1,2,2,2,2,   ,4, ,1,2,2,2,1,2,2,2,2, , , , , ,1,2,2,2,2,1,2,15,        ,  ,30,4,2, ,2,1,2,     ,2,1,2,1, ,2, ,1, ,1, ,2, ,2, , ,2,1,2, , , ,98,4,2,1,1,2,1,2,2,2,2,100,1,1,3,1,2,2,2,2,25,995,3590,27.85714,8.16446,318.68
5400,3,6,17,1,2,2,2,2,2,2,1,1,5,2,1, ,11,1, ,   , , , , , , , , , , , , , ,2, ,4,2,1,2,12,1,1,1,1,168,7,1,2,1,2,2,1,1,2,2,1,2,100,1,2,2,2,2,2,2,1,2,2, ,   , , , , , , , , ,   ,  , , , ,2, ,1, ,1,1,1,2,2,2,1,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,1, ,2, ,2, ,1, ,1, ,2, , ,1,2,2, , , ,50,2,   , , ,1,1,2,2,2,2,10,2,2,2,2,2,2,2,2,10,5201,781,50.78833333,14.88518519,149.13
2800,2,5,26,1,2,2,2,2,2,3,1,5,5,1,2,2,2,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,1,2,12,2,2,1,1,66,5,2,2,2,2,2,2,2,2,2,1,1,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , ,1,2,2,2,2,1,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,1,2, ,2, ,2, ,2, ,2, ,2, , ,1,2,2, , , ,50,2,0,5,1,1,1,2,2,2,2,90,2,1,1,2,2,2,1,2,50,5138,1143,12.51,3.666428571,2504.14
335000,8,8,16,1,1,1,2,2,2,5,1,3,6,3,1, ,2,4,1,8,2, , , , , , , , , , , , ,2, ,3,2,21,6,12,1,1,1,1,168,7,500,9,1,1,1,1,1,2,1,1,2,100,2,1,1,2,2,2,2,3, ,1,3,100,1,2,2,2,2,1,2,2,2,6, ,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,6,2,100,6,1,3,65,2,1,14,1, ,1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,95,4,   , , ,1,1,1,1,1,2,70,1,1,2,1,1,1,1,1,15,1319,3369,218.0957821,38.14985373,77.47
1250,2,1,1,2,1,2,2,2,2,1, ,1,6, , , ,  ,1, ,   , ,1,2,2,2,1,2,2,2,2,2,2,2,2, ,2,1,0,1,0, ,2,3,2,0,1,0,1,1,2,2,2,2,2,2,1,2,100,1,2,2,2,2,2,2,1,1,2, ,   , , , , , , , , ,   ,  , , , ,2, ,2, , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , ,2, ,1, ,2, ,2, ,2, ,2, ,2,2, , , ,1,2,1,   , ,   , , , , , , , , ,   , , ,1,2,2,1,2,2,0,6911,684,74.7272,,1181.96
10500,4,6,5,1,1,2,2,2,2,2,1,5,5,1,1, ,2,1, ,   , , , , , , , , , , , , , ,2, ,2,2,1,2,12,2,2,1,1,56,4,4,2,1,1,1,1,2,2,2,1,1,100,2,1,2,1,2,2,2,2,1,1,3,50,1,2,2,2,2,2,2,2,100,1,1,1,3,2,2,1,1,1,2,2, , , , , ,1,2,2,2,2,2,2,   ,        ,  ,3,1,2, ,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,5,1,1,2,1,2,2,2,2,100,2,1,4, , , , , ,   ,4654,1155,82.40438095,5.70752381,869.22
3200,2,7,5,1,2,2,1,2,2,4,1,3,4,1,1, ,2,1, ,   , , , , , , , , , , , , , ,2, ,2,1,1,2,12,2,2,1,2,40,3,1,2,1,1,1,2,2,2,2,1,2,20,2,2,2,1,2,2,2,4, ,1,2,20,2,1,2,2,2,2,2,2,   ,2, ,1,2,2,2,2,2, , ,2, , , , , ,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,1, ,2,1, ,2, ,1, ,2, ,2, ,2, , ,1,2,2, , , ,20,1,0,5,1,1,1,1,2,2,2,60,2,2,2,1,1,1,2,2,0,3315,1552,8.5171875,2.49625,2314.83
184000,7,2,18,1,1,1,2,1,2,3,1,1,1,1,1, ,6,5,2,   ,2,1,2,2,2,2,1,1,1,2,1,2,2,2, ,5,1,1,2,10,2,1,1,1,168,7,10,4,1,1,2,1,2,2,2,1,1,100,2,1,2,2,2,1,2,2,2,1,3,   , , , , , , , , ,   ,  , , , ,2, ,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,3,4,1,200,6,1,4,200,1,2,     ,2, ,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,100,4,   , , ,1,1,1,2,2,2,80,1,1,2,2,2,2,2,2,0,5231,941,238.1052772,3.180592391,165.39
450000,8,6,5,1,1,1,2,2,2,4,1,5,1,1,1, ,2,2,1,2,2, , , , , , , , , , , , ,2, ,4,1,1,2,12,2,1,1,1,168,7,600,9,1,2,1,1,2,1,1,1,1,99,1,1,1,2,2,2,2,1,2,2, ,25,1,2,2,2,2,2,2,2,100,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,1,10,3,500,8,1,4,250,1,1,13,1, ,1,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,70,3,   , , ,2,1,1,1,2,2,98,1,1,1,1,1,1,2,1,1,2476,1136,57.45397333,13.16498,188.02
1500,2,2,12,1,1,2,2,2,2,5,1,4,1,1,2,1,1,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,3,2,1,2,12,2,2,2,1,4,2,1,2,1,2,1,2,1,2,2,1,1,100,2,2,1,2,2,2,2,3,2,1,2,100,1,2,2,2,2,2,2,2,100,1,2,1,2,2,2,2,2, , ,1,2,2,2,1,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,90,4,0,5,1,1,1,2,2,2,2,90,2,1,1,2,2,2,2,2,0,880,3604,36.77333333,4.13,2544.74
68000,6,6,8,1,2,2,2,2,2,3, ,1,1, , , ,  ,2,1,1,2, , , , , , , , , , , , ,2, ,4,1,21,6,12,1,2,1,1,50,4,150,7,1,2,1,1,2,2,2,1,1,100,1,2,2,1,2,2,2,1,1,1,1,100,1,2,2,2,2,2,2,2,100,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,2,5,3,1,100,6,1,3,30,2,1,20,1,2,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,93,4,30,2,1,1,1,1,2,2,2,100,1,2,1,1,2,2,1,2,0,4891,1220,79.12047059,23.18888235,199.06
2500,2,3,13,1,1,2,2,2,2,1,1,1,6,1,2,2,1,2,2,   ,2,1,2,2,1,2,2,1,1,2,2,2,2,2, ,6,1,1,2,11,2,2,3,2,0,1,0,1,1,2,1,1,2,2,2,1,2,100,1,2,2,2,2,2,2,1,2,1,2,60,1,2,2,2,2,2,2,2,100,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,   , ,0,5, , , , , , , ,   , , ,3,2,2,2,2,2,0,6099,635,78.1972,11.46,1701.91
32000,5,5,2,1,1,2,2,2,2,4,1,3,1,2,1, ,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,17,5,12,1,2,1,1,64,5,88,6,1,1,1,1,2,2,2,1,2,75,2,2,1,2,1,2,2,3,2,1,1,60,1,2,2,1,2,2,2,2,60,1,2,1,1,2,1,1,2,1,2,2, , , , , ,1,2,2,2,2,2,2,   ,        ,  ,80,5,1,4,40,4,1,17,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,100,4,15,1,1,2,1,1,2,2,2,80,1,1,3,1,2,2,2,2,0,1329,1997,42.092125,11.04,441.57
2000,2,6,2,1,2,2,2,2,2,5,1,1,1,1,1, ,11,1, ,   , , , , , , , , , , , , , ,2, ,2,1,2,3,12,2,2,1,2,40,3,8,3,1,2,1,1,2,2,2,1,2,100,2,2,1,1,2,2,2,3,2,1,2,100,2,1,2,2,2,2,2,2,   ,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,   ,1,1,10,3,1,4,7,4,1,2,1,2,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,0,5,1,2,1,2,2,2,2,100,2,1,1,1,2,1,2,2,0,1308,3314,54.7625,16.05,2544.74
14000,4,2,12,1,1,2,2,2,2,3,1,1,4,1,1, ,8,2,2,   ,2,1,1,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,12,1,2,2,1,7,2,2,2,1,1,1,1,2,2,2,1,2,75,2,1,1,2,1,2,2,2,2,1,2,75,1,2,2,1,2,1,2,2,75,6,2,1,2,2,2,2,2,3,2,1,2,2,2,1,2,2, , , , , , ,   ,        ,  ,        ,  , , ,        , ,2,     ,2, ,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,75,3,10,1,1,1,1,2,2,2,2,25,2,2,1,1,2,2,2,2,0,4034,1105,45.72028571,9.311928571,377.81
8200,3,5,23,1,1,2, ,2,2,5, ,  ,  , , , ,  ,   , ,   , , , , , , , , , , , , , , , ,  , ,10,4,  , , , , ,   , ,      ,  ,2,2,2,1, , , , , ,   , , , , , , , , , , , ,   , , , , , , , , ,   ,  , , , , , , , , , , , , , , , , , , , , , , ,   ,        ,  ,        ,  , , ,        , , ,     , , , ,2,2,2,2,2,2,2,1, , , , , , , , , , , ,   , ,   , ,2, , , , , , ,   , , , , , , , , ,   ,869,4233,84.11780488,11.09646341,2976.63
22750,4,5,2,1,2,2,2,2,2,4,1,1,4,2,1, ,2,3,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2, ,2,2,6,4,12,2,2,1,2,60,4,85,6,1,2,1,1,2,2,2,1,1,100,2,2,1,2,2,2,2,3,1,1,3,100,1,2,2,2,2,2,2,2,100,1,1,1,3,2,1,1,1,1,2,2, , , , , ,1,1,2,1,2,2,2,1,2,1,85,5,1,3,20,1,1,12,1,2,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,10,1,1,2,1,2,2,2,2,100,1,1,1,2,1,2,2,2,10,1389,466,52.5469011,15.40061538,444.58
39000,5,6,25,1,1,2,2,2,2,4,1,5,1,3,2,3,2,1, ,   , , , , , , , , , , , , , ,2, ,6,2,1,2,12,2,2,1,1,75,5,55,6,1,2,1,1,2,2,2,1,2,100,1,2,2,2,2,2,2,1,2,1,2,35,1,2,2,2,2,2,2,2,100,1,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,   ,1,1,30,4,1,1,15,4,1,3,1,3,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,50,2,1,2,1,2,2,1,2,50,2,1,1,1,2,2,2,2,15,3139,1699,105.6198462,19.32810256,346.9
4050,2,5,26,1,2,2,2,2,2,2,1,1,4,3,2,1,2,1, ,   , ,2,2,2,2,2,2,2,2,2,2,2,2,2, ,6,1,1,2,12,2,2,1,1,80,5,2,2,1,2,1,1,2,2,2,1,2,100,2,2,1,2,2,2,2,3,1,2, ,100,2,1,2,2,2,2,2,2,   ,2,1,2, ,2,2,1, ,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,1,1,2, ,1,1,2,     ,2,1,2,1, ,2, ,1, ,1, ,2, ,2, , ,1,2,2, , , ,100,4,5,1,1,2,1,2,2,2,2,100,2,1,2,1,2,1,2,2,0,5606,708,86.32691358,25.30098765,2141.61
260000,8,2,8,1,1,1,2,2,2,2,1,1,1,2,1, ,2,5,1,8,2,1,2,2,1,1,1,1,1,2,1,1,2,2, ,4,1,1,2,12,2,2,1,1,84,5,800,9,1,1,1,1,1,2,1,1,1,100,2,1,2,2,2,2,2,2,2,1,3,100,1,1,1,2,2,1,2,2,25,6,2,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,   ,        ,  ,551,8,1,4,150,2,1,8,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,100,4,30,2,1,1,1,1,2,2,2,80,1,1,3,2,2,2,2,1,0,8140,441,189.2742423,22.83807308,7.44
17250,4,6,18,1,1,2,2,2,2,5,1,1,1,3,1, ,2,3,1,1,2, , , , , , , , , , , , ,2, ,2,2,1,2,12,2,1,1,1,168,7,4,2,1,1,1,1,2,2,2,1,1,100,2,1,1,2,2,2,2,3,1,2, ,100,2,2,1,2,2,2,2,2,   ,3,1,2, ,2, ,1, ,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,   ,        ,  ,2,1,2, ,2,1,2,     ,2, ,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,47,2,   , , ,1,2,2,2,2,2,   , , ,2,1,2,1,2,2,90,1507,2903,67.33188406,15.38962319,460.92
7600,3,7,26,1,1,2,2,2,2,4,1,4,5,2,1, ,2,1, ,   , , , , , , , , , , , , , ,2, ,6,2,1,2,12,2,2,1,1,60,4,5,3,1,2,1,1,2,2,2,1,2,100,2,1,1,2,2,2,2,3, ,2, ,100,1,2,2,2,2,2,2,2,100,1, ,2, ,1,2,1, ,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,   ,1,1,4,1,2, ,2,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,100,4,10,1,1,1,1,2,2,2,2,95,1,1,2,1,2,2,2,2,0,2400,1415,163.7684211,28.26934211,734.43
26500,5,6,14,1,1,2,2,2,2,1,1,3,5,2,1, ,6,1, ,   , , , , , , , , , , , , , ,2, ,4,1,3,3,12,2,2,1,1,68,5,39,5,1,2,1,1,1,2,2,1,2,100,1,2,2,2,2,2,2,1,2,1,1,100,1,2,2,2,2,2,2,2,100,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,10,1,1,22,4,1,4,15,2,1,1,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,100,4,1,1,1,1,1,1,1,1,2,75,2,2,2,2,2,2,2,2,5,7315,557,74.51479245,10.51739623,406.42
33500,5,3,2,1,2,2,2,1,2,5,1,1,2,2,1, ,2,3,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2, ,5,1,1,2,12,2,2,1,1,72,5,78,6,1,1,1,1,2,2,2,1,1,100,2,2,2,2,2,1,1,6, ,1,3,100,2,2,2,2,1,2,2,2,   ,5, ,1,3,1,1,1,1,3,2,1,2,2,2,1,1,1,1,2,2,2,2,2,   ,1,1,78,5,1,3,15,1,1,3,1,2,2,2, ,1, ,2, ,1, ,2, ,2, , ,1,2,2, , , ,70,3,5,1,1,1,1,1,2,2,2,90,2,1,1,2,2,2,2,2,35,1752,3091,192.1217612,19.02047761,274.7
250000,8,7,2,1,1,2,2,2,2,2,1,2,6,2,2,1,2,2,1,1,2, , , , , , , , , , , , ,2, ,1,2,2,3,12,2,2,1,1,82,5,450,8,1,1,1,1,1,1,2,2,2,100,1,2,1,1,2,2,2,4, ,2, ,100,1,2,2,2,2,2,2,2,100,1, ,2, ,1,1,1, ,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,10,23,4,375,7,1,4,200,4,1,20,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,2,100,4,20,1,1,1,1,1,1,2,2,50,1,1,2,2,1,2,2,2,0,6400,794,87.270536,24.231792,42.03
